"Iteration","Method","Q_Value","FDP","TDP","FDP_Plus","TDP_Plus"
1,"dp",0.1,0.166666666666667,1,0.166666666666667,1
1,"rank",0.1,0.08,0.92,0.0416666666666667,0.92
1,"bhq",0.1,0,0,0,0.68
1,"dp",0.2,0.285714285714286,1,0.242424242424242,1
1,"rank",0.2,0.178571428571429,0.92,0.115384615384615,0.92
1,"bhq",0.2,0,0,0,0.76
1,"dp",0.3,0.305555555555556,1,0.285714285714286,1
1,"rank",0.3,0.258064516129032,0.92,0.233333333333333,0.92
1,"bhq",0.3,0,0,0,0.76
2,"dp",0.1,0.153846153846154,0.88,0.12,0.88
2,"rank",0.1,0.08,0.92,0.08,0.92
2,"bhq",0.1,0,0,0.148148148148148,0.92
2,"dp",0.2,0.266666666666667,0.88,0.153846153846154,0.88
2,"rank",0.2,0.115384615384615,0.92,0.115384615384615,0.92
2,"bhq",0.2,0,0,0.178571428571429,0.92
2,"dp",0.3,0.3125,0.88,0.3125,0.88
2,"rank",0.3,0.148148148148148,0.92,0.148148148148148,0.92
2,"bhq",0.3,0,0,0.178571428571429,0.92
3,"dp",0.1,0.193548387096774,1,0.166666666666667,1
3,"rank",0.1,0.166666666666667,1,0.137931034482759,1
3,"bhq",0.1,0,0,0.0384615384615385,1
3,"dp",0.2,0.242424242424242,1,0.21875,1
3,"rank",0.2,0.21875,1,0.193548387096774,1
3,"bhq",0.2,0,0,0.0384615384615385,1
3,"dp",0.3,0.242424242424242,1,0.242424242424242,1
3,"rank",0.3,0.390243902439024,1,0.358974358974359,1
3,"bhq",0.3,0,0,0.0384615384615385,1
4,"dp",0.1,0.333333333333333,0.96,0.272727272727273,0.96
4,"rank",0.1,0.04,0.96,0,0.92
4,"bhq",0.1,0,0,0.111111111111111,0.96
4,"dp",0.2,0.4,0.96,0.4,0.96
4,"rank",0.2,0.225806451612903,0.96,0.2,0.96
4,"bhq",0.2,0,0,0.264705882352941,1
4,"dp",0.3,0.636363636363636,0.96,0.636363636363636,0.96
4,"rank",0.3,0.56140350877193,1,0.56140350877193,1
4,"bhq",0.3,0,0,0.305555555555556,1
5,"dp",0.1,0.272727272727273,0.96,0.272727272727273,0.96
5,"rank",0.1,0.111111111111111,0.96,0.0416666666666667,0.92
5,"bhq",0.1,0,0,0.137931034482759,1
5,"dp",0.2,0.342105263157895,1,0.294117647058824,0.96
5,"rank",0.2,0.314285714285714,0.96,0.272727272727273,0.96
5,"bhq",0.2,0,0,0.137931034482759,1
5,"dp",0.3,0.444444444444444,1,0.444444444444444,1
5,"rank",0.3,0.368421052631579,0.96,0.368421052631579,0.96
5,"bhq",0.3,0,0,0.166666666666667,1
6,"dp",0.1,0.04,0.96,0,0.92
6,"rank",0.1,0.2,0.96,0.0769230769230769,0.96
6,"bhq",0.1,0,0,0,0.6
6,"dp",0.2,0.272727272727273,0.96,0.225806451612903,0.96
6,"rank",0.2,0.375,1,0.193548387096774,1
6,"bhq",0.2,0,0,0,0.68
6,"dp",0.3,0.294117647058824,0.96,0.294117647058824,0.96
6,"rank",0.3,0.404761904761905,1,0.375,1
6,"bhq",0.3,0,0,0,0.72
7,"dp",0.1,0,0.92,0,0.92
7,"rank",0.1,0.314285714285714,0.96,0.272727272727273,0.96
7,"bhq",0.1,0,0,0,0.8
7,"dp",0.2,0.225806451612903,0.96,0.08,0.92
7,"rank",0.2,0.368421052631579,0.96,0.314285714285714,0.96
7,"bhq",0.2,0,0,0,0.8
7,"dp",0.3,0.225806451612903,0.96,0.225806451612903,0.96
7,"rank",0.3,0.431818181818182,1,0.418604651162791,1
7,"bhq",0.3,0,0,0,0.84
8,"dp",0.1,0.0384615384615385,1,0,1
8,"rank",0.1,0.0384615384615385,1,0.0384615384615385,1
8,"bhq",0.1,0,0,0.166666666666667,1
8,"dp",0.2,0.137931034482759,1,0.0740740740740741,1
8,"rank",0.2,0.166666666666667,1,0.0740740740740741,1
8,"bhq",0.2,0,0,0.21875,1
8,"dp",0.3,0.342105263157895,1,0.324324324324324,1
8,"rank",0.3,0.193548387096774,1,0.166666666666667,1
8,"bhq",0.3,0,0,0.21875,1
9,"dp",0.1,0.0416666666666667,0.92,0.0416666666666667,0.92
9,"rank",0.1,0.314285714285714,0.96,0.314285714285714,0.96
9,"bhq",0.1,0,0,0.404761904761905,1
