"Iteration","Method","Q_Value","FDP","TDP","FDP_Plus","TDP_Plus"
1,"dp",0.1,0.2,0.96,0.0434782608695652,0.88
1,"rank",0.1,0.178571428571429,0.92,0.0833333333333333,0.88
1,"bhq",0.1,0,0,0,0.84
1,"dp",0.2,0.225806451612903,0.96,0.2,0.96
1,"rank",0.2,0.351351351351351,0.96,0.351351351351351,0.96
1,"bhq",0.2,0,0,0,0.88
1,"dp",0.3,0.368421052631579,0.96,0.351351351351351,0.96
1,"rank",0.3,0.358974358974359,1,0.358974358974359,1
1,"bhq",0.3,0,0,0,0.92
2,"dp",0.1,0,0.68,0,0.68
2,"rank",0.1,0.193548387096774,1,0.137931034482759,1
2,"bhq",0.1,0,0,0,0.84
2,"dp",0.2,0.115384615384615,0.92,0.115384615384615,0.92
2,"rank",0.2,0.305555555555556,1,0.21875,1
2,"bhq",0.2,0,0,0,0.92
2,"dp",0.3,0.323529411764706,0.92,0.233333333333333,0.92
2,"rank",0.3,0.324324324324324,1,0.324324324324324,1
2,"bhq",0.3,0,0,0.115384615384615,0.92
3,"dp",0.1,0.0454545454545455,0.84,0,0.8
3,"rank",0.1,0.16,0.84,0.125,0.84
3,"bhq",0.1,0,0,0,0.88
3,"dp",0.2,0.125,0.84,0.125,0.84
3,"rank",0.2,0.16,0.84,0.16,0.84
3,"bhq",0.2,0,0,0,0.88
3,"dp",0.3,0.111111111111111,0.96,0.111111111111111,0.96
3,"rank",0.3,0.28125,0.92,0.233333333333333,0.92
3,"bhq",0.3,0,0,0.142857142857143,0.96
4,"dp",0.1,0.21875,1,0.107142857142857,1
4,"rank",0.1,0.242424242424242,1,0.21875,1
4,"bhq",0.1,0,0,0,1
4,"dp",0.2,0.342105263157895,1,0.285714285714286,1
4,"rank",0.2,0.479166666666667,1,0.456521739130435,1
4,"bhq",0.2,0,0,0,1
4,"dp",0.3,0.390243902439024,1,0.390243902439024,1
4,"rank",0.3,0.5,1,0.5,1
4,"bhq",0.3,0,0,0,1
5,"dp",0.1,0.0434782608695652,0.88,0.0434782608695652,0.88
5,"rank",0.1,0.225806451612903,0.96,0.225806451612903,0.96
5,"bhq",0.1,0,0,0,0.92
5,"dp",0.2,0.185185185185185,0.88,0.153846153846154,0.88
5,"rank",0.2,0.294117647058824,0.96,0.272727272727273,0.96
5,"bhq",0.2,0,0,0,0.92
